AGE	AGE_LABEL	AGE_HIERARCHY	AGE_PARENT	SEX	SEX_LABEL	SEX_HIERARCHY	TIME	ICD10_HIERARCHY	ICD10_PARENT	ICD10	ICD10_LABEL	Organ	Nb_death	Pop	Death_Rate	x	y	Sum_death_in_cat
TOTAL	Total	0	None	M	Males	1	2007	2	C	C25	Malignant neoplasm of pancreas	Pancreas	4493.0	30803233	0.145861313	250	390	4493.0
TOTAL	Total	0	None	M	Males	1	2008	2	C	C25	Malignant neoplasm of pancreas	Pancreas	4767.0	30980230	0.153872324	250	390	4767.0
TOTAL	Total	0	None	F	Females	1	2001	2	C	C25	Malignant neoplasm of pancreas	Pancreas	3554.0	31400989	0.113181149	250	390	3554.0
TOTAL	Total	0	None	F	Females	1	2002	2	C	C25	Malignant neoplasm of pancreas	Pancreas	3659.0	31645924	0.115623105	250	390	3659.0
TOTAL	Total	0	None	F	Females	1	2003	2	C	C25	Malignant neoplasm of pancreas	Pancreas	3577.0	31887488	0.11217566	250	390	3577.0
TOTAL	Total	0	None	F	Females	1	2004	2	C	C25	Malignant neoplasm of pancreas	Pancreas	3773.0	32120553	0.117463731	250	390	3773.0
TOTAL	Total	0	None	F	Females	1	2005	2	C	C25	Malignant neoplasm of pancreas	Pancreas	3907.0	32387008	0.120634793	250	390	3907.0
TOTAL	Total	0	None	F	Females	1	2006	2	C	C25	Malignant neoplasm of pancreas	Pancreas	4049.0	32638535	0.124055813	250	390	4049.0
TOTAL	Total	0	None	F	Females	1	2007	2	C	C25	Malignant neoplasm of pancreas	Pancreas	4246.0	32841832	0.129286332	250	390	4246.0
TOTAL	Total	0	None	F	Females	1	2008	2	C	C25	Malignant neoplasm of pancreas	Pancreas	4404.0	33026963	0.133345594	250	390	4404.0
TOTAL	Total	0	None	M	Males	1	2001	2	C	C32	Malignant neoplasm of larynx	Larynx	1641.0	29578326	0.055479813	278	523	1641.0
TOTAL	Total	0	None	M	Males	1	2002	2	C	C32	Malignant neoplasm of larynx	Larynx	1478.0	29778112	0.049633771	278	523	1478.0
TOTAL	Total	0	None	M	Males	1	2003	2	C	C32	Malignant neoplasm of larynx	Larynx	1500.0	29976600	0.05003903	278	523	1500.0
TOTAL	Total	0	None	M	Males	1	2004	2	C	C32	Malignant neoplasm of larynx	Larynx	1393.0	30171688	0.046169111	278	523	1393.0
TOTAL	Total	0	None	M	Males	1	2005	2	C	C32	Malignant neoplasm of larynx	Larynx	1365.0	30385862	0.044922208	278	523	1365.0
TOTAL	Total	0	None	M	Males	1	2006	2	C	C32	Malignant neoplasm of larynx	Larynx	1276.0	30591100	0.041711478	278	523	1276.0
TOTAL	Total	0	None	M	Males	1	2007	2	C	C32	Malignant neoplasm of larynx	Larynx	1254.0	30803233	0.040710012	278	523	1254.0
TOTAL	Total	0	None	M	Males	1	2008	2	C	C32	Malignant neoplasm of larynx	Larynx	1112.0	30980230	0.035893859	278	523	1112.0
TOTAL	Total	0	None	F	Females	1	2001	2	C	C32	Malignant neoplasm of larynx	Larynx	140.0	31400989	0.004458458	278	523	140.0
TOTAL	Total	0	None	F	Females	1	2002	2	C	C32	Malignant neoplasm of larynx	Larynx	127.0	31645924	0.004013155	278	523	127.0
TOTAL	Total	0	None	F	Females	1	2003	2	C	C32	Malignant neoplasm of larynx	Larynx	162.0	31887488	0.005080363	278	523	162.0
TOTAL	Total	0	None	F	Females	1	2004	2	C	C32	Malignant neoplasm of larynx	Larynx	158.0	32120553	0.004918969	278	523	158.0
TOTAL	Total	0	None	F	Females	1	2005	2	C	C32	Malignant neoplasm of larynx	Larynx	133.0	32387008	0.004106585	278	523	133.0
TOTAL	Total	0	None	F	Females	1	2006	2	C	C32	Malignant neoplasm of larynx	Larynx	153.0	32638535	0.00468771	278	523	153.0
TOTAL	Total	0	None	F	Females	1	2007	2	C	C32	Malignant neoplasm of larynx	Larynx	151.0	32841832	0.004597795	278	523	151.0
TOTAL	Total	0	None	F	Females	1	2008	2	C	C32	Malignant neoplasm of larynx	Larynx	133.0	33026963	0.004027013	278	523	133.0
TOTAL	Total	0	None	M	Males	1	2001	2	C	C33_C34	Malignant neoplasm of trachea, bronchus and lung	Lung	20816.0	29578326	0.703758556	230	460	44219.0
TOTAL	Total	0	None	M	Males	1	2002	2	C	C33_C34	Malignant neoplasm of trachea, bronchus and lung	Lung	21055.0	29778112	0.70706296	230	460	45067.0
TOTAL	Total	0	None	M	Males	1	2003	2	C	C33_C34	Malignant neoplasm of trachea, bronchus and lung	Lung	21200.0	29976600	0.707218297	230	460	46765.0
TOTAL	Total	0	None	M	Males	1	2004	2	C	C33_C34	Malignant neoplasm of trachea, bronchus and lung	Lung	21572.0	30171688	0.714974913	230	460	43681.0
TOTAL	Total	0	None	M	Males	1	2005	2	C	C33_C34	Malignant neoplasm of trachea, bronchus and lung	Lung	22102.0	30385862	0.727377752	230	460	46937.0
TOTAL	Total	0	None	M	Males	1	2006	2	C	C33_C34	Malignant neoplasm of trachea, bronchus and lung	Lung	22243.0	30591100	0.727106904	230	460	44737.0
TOTAL	Total	0	None	M	Males	1	2007	2	C	C33_C34	Malignant neoplasm of trachea, bronchus and lung	Lung	22330.0	30803233	0.724923907	230	460	45600.0
TOTAL	Total	0	None	M	Males	1	2008	2	C	C33_C34	Malignant neoplasm of trachea, bronchus and lung	Lung	22379.0	30980230	0.722363908	230	460	46046.0
TOTAL	Total	0	None	F	Females	1	2001	2	C	C33_C34	Malignant neoplasm of trachea, bronchus and lung	Lung	4484.0	31400989	0.14279805	230	460	23623.0
TOTAL	Total	0	None	F	Females	1	2002	2	C	C33_C34	Malignant neoplasm of trachea, bronchus and lung	Lung	4964.0	31645924	0.156860643	230	460	25194.0
TOTAL	Total	0	None	F	Females	1	2003	2	C	C33_C34	Malignant neoplasm of trachea, bronchus and lung	Lung	5260.0	31887488	0.164954982	230	460	26987.0
TOTAL	Total	0	None	F	Females	1	2004	2	C	C33_C34	Malignant neoplasm of trachea, bronchus and lung	Lung	5519.0	32120553	0.17182145	230	460	23772.0
TOTAL	Total	0	None	F	Females	1	2005	2	C	C33_C34	Malignant neoplasm of trachea, bronchus and lung	Lung	5994.0	32387008	0.185074212	230	460	27356.0
TOTAL	Total	0	None	F	Females	1	2006	2	C	C33_C34	Malignant neoplasm of trachea, bronchus and lung	Lung	6381.0	32638535	0.195505098	230	460	24573.0
TOTAL	Total	0	None	F	Females	1	2007	2	C	C33_C34	Malignant neoplasm of trachea, bronchus and lung	Lung	6578.0	32841832	0.200293333	230	460	25783.0
TOTAL	Total	0	None	F	Females	1	2008	2	C	C33_C34	Malignant neoplasm of trachea, bronchus and lung	Lung	6910.0	33026963	0.209222992	230	460	26446.0
TOTAL	Total	0	None	M	Males	1	2001	2	C	C43	Malignant melanoma of skin	Skin	761.0	29578326	0.025728298	415	375	761.0
TOTAL	Total	0	None	M	Males	1	2002	2	C	C43	Malignant melanoma of skin	Skin	733.0	29778112	0.024615395	415	375	733.0
TOTAL	Total	0	None	M	Males	1	2003	2	C	C43	Malignant melanoma of skin	Skin	764.0	29976600	0.025486546	415	375	764.0
TOTAL	Total	0	None	M	Males	1	2004	2	C	C43	Malignant melanoma of skin	Skin	775.0	30171688	0.025686332	415	375	775.0
TOTAL	Total	0	None	M	Males	1	2005	2	C	C43	Malignant melanoma of skin	Skin	810.0	30385862	0.026657134	415	375	810.0
TOTAL	Total	0	None	M	Males	1	2006	2	C	C43	Malignant melanoma of skin	Skin	818.0	30591100	0.026739803	415	375	818.0
TOTAL	Total	0	None	M	Males	1	2007	2	C	C43	Malignant melanoma of skin	Skin	879.0	30803233	0.028535966	415	375	879.0
TOTAL	Total	0	None	M	Males	1	2008	2	C	C43	Malignant melanoma of skin	Skin	916.0	30980230	0.029567243	415	375	916.0
TOTAL	Total	0	None	F	Females	1	2001	2	C	C43	Malignant melanoma of skin	Skin	631.0	31400989	0.020094908	415	375	631.0
TOTAL	Total	0	None	F	Females	1	2002	2	C	C43	Malignant melanoma of skin	Skin	666.0	31645924	0.021045364	415	375	666.0
TOTAL	Total	0	None	F	Females	1	2003	2	C	C43	Malignant melanoma of skin	Skin	684.0	31887488	0.02145042	415	375	684.0
TOTAL	Total	0	None	F	Females	1	2004	2	C	C43	Malignant melanoma of skin	Skin	661.0	32120553	0.020578724	415	375	661.0
TOTAL	Total	0	None	F	Females	1	2005	2	C	C43	Malignant melanoma of skin	Skin	716.0	32387008	0.02210763	415	375	716.0
TOTAL	Total	0	None	F	Females	1	2006	2	C	C43	Malignant melanoma of skin	Skin	741.0	32638535	0.022703225	415	375	741.0
TOTAL	Total	0	None	F	Females	1	2007	2	C	C43	Malignant melanoma of skin	Skin	675.0	32841832	0.020553056	415	375	675.0
TOTAL	Total	0	None	F	Females	1	2008	2	C	C43	Malignant melanoma of skin	Skin	750.0	33026963	0.022708718	415	375	750.0
TOTAL	Total	0	None	M	Males	1	2001	2	C	C50	Malignant neoplasm of breast	Breast	177.0	29578326	0.005984111	320	460	177.0
TOTAL	Total	0	None	M	Males	1	2002	2	C	C50	Malignant neoplasm of breast	Breast	188.0	29778112	0.006313362	320	460	188.0
TOTAL	Total	0	None	M	Males	1	2003	2	C	C50	Malignant neoplasm of breast	Breast	188.0	29976600	0.006271558	320	460	188.0
TOTAL	Total	0	None	M	Males	1	2004	2	C	C50	Malignant neoplasm of breast	Breast	206.0	30171688	0.006827593	320	460	206.0
TOTAL	Total	0	None	M	Males	1	2005	2	C	C50	Malignant neoplasm of breast	Breast	203.0	30385862	0.006680739	320	460	203.0
TOTAL	Total	0	None	M	Males	1	2006	2	C	C50	Malignant neoplasm of breast	Breast	191.0	30591100	0.006243646	320	460	191.0
TOTAL	Total	0	None	M	Males	1	2007	2	C	C50	Malignant neoplasm of breast	Breast	225.0	30803233	0.007304428	320	460	225.0
TOTAL	Total	0	None	M	Males	1	2008	2	C	C50	Malignant neoplasm of breast	Breast	195.0	30980230	0.006294337	320	460	195.0
TOTAL	Total	0	None	F	Females	1	2001	2	C	C50	Malignant neoplasm of breast	Breast	11088.0	31400989	0.353109897	320	460	11088.0
TOTAL	Total	0	None	F	Females	1	2002	2	C	C50	Malignant neoplasm of breast	Breast	11301.0	31645924	0.357107601	320	460	11301.0
TOTAL	Total	0	None	F	Females	1	2003	2	C	C50	Malignant neoplasm of breast	Breast	11276.0	31887488	0.353618322	320	460	11276.0
TOTAL	Total	0	None	F	Females	1	2004	2	C	C50	Malignant neoplasm of breast	Breast	11333.0	32120553	0.352827051	320	460	11333.0
TOTAL	Total	0	None	F	Females	1	2005	2	C	C50	Malignant neoplasm of breast	Breast	11466.0	32387008	0.354030851	320	460	11466.0
TOTAL	Total	0	None	F	Females	1	2006	2	C	C50	Malignant neoplasm of breast	Breast	11584.0	32638535	0.354917891	320	460	11584.0
TOTAL	Total	0	None	F	Females	1	2007	2	C	C50	Malignant neoplasm of breast	Breast	11522.0	32841832	0.350833047	320	460	11522.0
TOTAL	Total	0	None	F	Females	1	2008	2	C	C50	Malignant neoplasm of breast	Breast	11781.0	33026963	0.356708547	320	460	11781.0
TOTAL	Total	0	None	M	Males	1	2001	2	C	C53	Malignant neoplasm of cervix uteri	Genitourinary system	0.0	29578326	#VALEUR!	265	330	6929.0
TOTAL	Total	0	None	M	Males	1	2002	2	C	C53	Malignant neoplasm of cervix uteri	Genitourinary system	0.0	29778112	#VALEUR!	265	330	7290.0
TOTAL	Total	0	None	M	Males	1	2003	2	C	C53	Malignant neoplasm of cervix uteri	Genitourinary system	0.0	29976600	#VALEUR!	265	330	7611.0
TOTAL	Total	0	None	M	Males	1	2004	2	C	C53	Malignant neoplasm of cervix uteri	Genitourinary system	0.0	30171688	#VALEUR!	265	330	7433.0
TOTAL	Total	0	None	M	Males	1	2005	2	C	C53	Malignant neoplasm of cervix uteri	Genitourinary system	0.0	30385862	#VALEUR!	265	330	7795.0
TOTAL	Total	0	None	M	Males	1	2006	2	C	C53	Malignant neoplasm of cervix uteri	Genitourinary system	0.0	30591100	#VALEUR!	265	330	7771.0
TOTAL	Total	0	None	M	Males	1	2007	2	C	C53	Malignant neoplasm of cervix uteri	Genitourinary system		30803233	#VALEUR!	265	330	7854.0
TOTAL	Total	0	None	M	Males	1	2008	2	C	C53	Malignant neoplasm of cervix uteri	Genitourinary system		30980230	#VALEUR!	265	330	8067.0
TOTAL	Total	0	None	F	Females	1	2001	2	C	C53	Malignant neoplasm of cervix uteri	Genitourinary system	793.0	31400989	0.025253982	265	330	11268.0
TOTAL	Total	0	None	F	Females	1	2002	2	C	C53	Malignant neoplasm of cervix uteri	Genitourinary system	727.0	31645924	0.022972943	265	330	11485.0
TOTAL	Total	0	None	F	Females	1	2003	2	C	C53	Malignant neoplasm of cervix uteri	Genitourinary system	782.0	31887488	0.024523725	265	330	11888.0
TOTAL	Total	0	None	F	Females	1	2004	2	C	C53	Malignant neoplasm of cervix uteri	Genitourinary system	768.0	32120553	0.023909925	265	330	11499.0
TOTAL	Total	0	None	F	Females	1	2005	2	C	C53	Malignant neoplasm of cervix uteri	Genitourinary system	761.0	32387008	0.023497076	265	330	11923.0
TOTAL	Total	0	None	F	Females	1	2006	2	C	C53	Malignant neoplasm of cervix uteri	Genitourinary system	744.0	32638535	0.022795141	265	330	11983.0
TOTAL	Total	0	None	F	Females	1	2007	2	C	C53	Malignant neoplasm of cervix uteri	Genitourinary system	714.0	32841832	0.021740566	265	330	12299.0
TOTAL	Total	0	None	F	Females	1	2008	2	C	C53	Malignant neoplasm of cervix uteri	Genitourinary system	776.0	33026963	0.023495954	265	330	12521.0
TOTAL	Total	0	None	M	Males	1	2001	2	C	C54_C55	Malignant neoplasm of other parts of uterus	Genitourinary system		29578326	#VALEUR!	265	330	6929.0
TOTAL	Total	0	None	M	Males	1	2002	2	C	C54_C55	Malignant neoplasm of other parts of uterus	Genitourinary system		29778112	#VALEUR!	265	330	7290.0
TOTAL	Total	0	None	M	Males	1	2003	2	C	C54_C55	Malignant neoplasm of other parts of uterus	Genitourinary system		29976600	#VALEUR!	265	330	7611.0
TOTAL	Total	0	None	M	Males	1	2004	2	C	C54_C55	Malignant neoplasm of other parts of uterus	Genitourinary system		30171688	#VALEUR!	265	330	7433.0
TOTAL	Total	0	None	M	Males	1	2005	2	C	C54_C55	Malignant neoplasm of other parts of uterus	Genitourinary system		30385862	#VALEUR!	265	330	7795.0
TOTAL	Total	0	None	M	Males	1	2006	2	C	C54_C55	Malignant neoplasm of other parts of uterus	Genitourinary system		30591100	#VALEUR!	265	330	7771.0
TOTAL	Total	0	None	M	Males	1	2007	2	C	C54_C55	Malignant neoplasm of other parts of uterus	Genitourinary system		30803233	#VALEUR!	265	330	7854.0
TOTAL	Total	0	None	M	Males	1	2008	2	C	C54_C55	Malignant neoplasm of other parts of uterus	Genitourinary system		30980230	#VALEUR!	265	330	8067.0
TOTAL	Total	0	None	F	Females	1	2001	2	C	C54_C55	Malignant neoplasm of other parts of uterus	Genitourinary system	2192.0	31400989	0.069806719	265	330	11268.0
TOTAL	Total	0	None	F	Females	1	2002	2	C	C54_C55	Malignant neoplasm of other parts of uterus	Genitourinary system	2214.0	31645924	0.069961617	265	330	11485.0
TOTAL	Total	0	None	F	Females	1	2003	2	C	C54_C55	Malignant neoplasm of other parts of uterus	Genitourinary system	2299.0	31887488	0.072097244	265	330	11888.0
TOTAL	Total	0	None	F	Females	1	2004	2	C	C54_C55	Malignant neoplasm of other parts of uterus	Genitourinary system	2254.0	32120553	0.070173138	265	330	11499.0
TOTAL	Total	0	None	F	Females	1	2005	2	C	C54_C55	Malignant neoplasm of other parts of uterus	Genitourinary system	2288.0	32387008	0.070645612	265	330	11923.0
TOTAL	Total	0	None	F	Females	1	2006	2	C	C54_C55	Malignant neoplasm of other parts of uterus	Genitourinary system	2389.0	32638535	0.073195687	265	330	11983.0
TOTAL	Total	0	None	F	Females	1	2007	2	C	C54_C55	Malignant neoplasm of other parts of uterus	Genitourinary system	2481.0	32841832	0.075543898	265	330	12299.0
TOTAL	Total	0	None	F	Females	1	2008	2	C	C54_C55	Malignant neoplasm of other parts of uterus	Genitourinary system	2434.0	33026963	0.073697361	265	330	12521.0
TOTAL	Total	0	None	M	Males	1	2001	2	C	C56	Malignant neoplasm of ovary	Genitourinary system		29578326	#VALEUR!	265	330	6929.0
TOTAL	Total	0	None	M	Males	1	2002	2	C	C56	Malignant neoplasm of ovary	Genitourinary system		29778112	#VALEUR!	265	330	7290.0
TOTAL	Total	0	None	M	Males	1	2003	2	C	C56	Malignant neoplasm of ovary	Genitourinary system		29976600	#VALEUR!	265	330	7611.0
TOTAL	Total	0	None	M	Males	1	2004	2	C	C56	Malignant neoplasm of ovary	Genitourinary system		30171688	#VALEUR!	265	330	7433.0
TOTAL	Total	0	None	M	Males	1	2005	2	C	C56	Malignant neoplasm of ovary	Genitourinary system		30385862	#VALEUR!	265	330	7795.0
TOTAL	Total	0	None	M	Males	1	2006	2	C	C56	Malignant neoplasm of ovary	Genitourinary system		30591100	#VALEUR!	265	330	7771.0
TOTAL	Total	0	None	M	Males	1	2007	2	C	C56	Malignant neoplasm of ovary	Genitourinary system		30803233	#VALEUR!	265	330	7854.0
TOTAL	Total	0	None	M	Males	1	2008	2	C	C56	Malignant neoplasm of ovary	Genitourinary system		30980230	#VALEUR!	265	330	8067.0
TOTAL	Total	0	None	F	Females	1	2001	2	C	C56	Malignant neoplasm of ovary	Genitourinary system	3260.0	31400989	0.103818386	265	330	11268.0
TOTAL	Total	0	None	F	Females	1	2002	2	C	C56	Malignant neoplasm of ovary	Genitourinary system	3334.0	31645924	0.10535322	265	330	11485.0
TOTAL	Total	0	None	F	Females	1	2003	2	C	C56	Malignant neoplasm of ovary	Genitourinary system	3279.0	31887488	0.102830301	265	330	11888.0
TOTAL	Total	0	None	F	Females	1	2004	2	C	C56	Malignant neoplasm of ovary	Genitourinary system	3272.0	32120553	0.101866241	265	330	11499.0
TOTAL	Total	0	None	F	Females	1	2005	2	C	C56	Malignant neoplasm of ovary	Genitourinary system	3349.0	32387008	0.103405662	265	330	11923.0
TOTAL	Total	0	None	F	Females	1	2006	2	C	C56	Malignant neoplasm of ovary	Genitourinary system	3363.0	32638535	0.103037713	265	330	11983.0
TOTAL	Total	0	None	F	Females	1	2007	2	C	C56	Malignant neoplasm of ovary	Genitourinary system	3393.0	32841832	0.10331336	265	330	12299.0
TOTAL	Total	0	None	F	Females	1	2008	2	C	C56	Malignant neoplasm of ovary	Genitourinary system	3458.0	33026963	0.104702331	265	330	12521.0
TOTAL	Total	0	None	M	Males	1	2001	2	C	C61	Malignant neoplasm of prostate	Prostate	9327.0	29578326	0.315332247	290	330	9327.0
TOTAL	Total	0	None	M	Males	1	2002	2	C	C61	Malignant neoplasm of prostate	Prostate	9526.0	29778112	0.319899395	290	330	9526.0
TOTAL	Total	0	None	M	Males	1	2003	2	C	C61	Malignant neoplasm of prostate	Prostate	9695.0	29976600	0.323418933	290	330	9695.0
TOTAL	Total	0	None	M	Males	1	2004	2	C	C61	Malignant neoplasm of prostate	Prostate	9398.0	30171688	0.311484064	290	330	9398.0
TOTAL	Total	0	None	M	Males	1	2005	2	C	C61	Malignant neoplasm of prostate	Prostate	9393.0	30385862	0.309124026	290	330	9393.0
TOTAL	Total	0	None	M	Males	1	2006	2	C	C61	Malignant neoplasm of prostate	Prostate	9236.0	30591100	0.301917878	290	330	9236.0
TOTAL	Total	0	None	M	Males	1	2007	2	C	C61	Malignant neoplasm of prostate	Prostate	9297.0	30803233	0.301818968	290	330	9297.0
TOTAL	Total	0	None	M	Males	1	2008	2	C	C61	Malignant neoplasm of prostate	Prostate	9195.0	30980230	0.296802186	290	330	9195.0
TOTAL	Total	0	None	F	Females	1	2001	2	C	C61	Malignant neoplasm of prostate	Prostate		31400989	#VALEUR!	290	330	0.0
TOTAL	Total	0	None	F	Females	1	2002	2	C	C61	Malignant neoplasm of prostate	Prostate		31645924	#VALEUR!	290	330	0.0
TOTAL	Total	0	None	F	Females	1	2003	2	C	C61	Malignant neoplasm of prostate	Prostate		31887488	#VALEUR!	290	330	0.0
TOTAL	Total	0	None	F	Females	1	2004	2	C	C61	Malignant neoplasm of prostate	Prostate		32120553	#VALEUR!	290	330	0.0
TOTAL	Total	0	None	F	Females	1	2005	2	C	C61	Malignant neoplasm of prostate	Prostate		32387008	#VALEUR!	290	330	0.0
TOTAL	Total	0	None	F	Females	1	2006	2	C	C61	Malignant neoplasm of prostate	Prostate		32638535	#VALEUR!	290	330	0.0
TOTAL	Total	0	None	F	Females	1	2007	2	C	C61	Malignant neoplasm of prostate	Prostate		32841832	#VALEUR!	290	330	0.0
TOTAL	Total	0	None	F	Females	1	2008	2	C	C61	Malignant neoplasm of prostate	Prostate		33026963	#VALEUR!	290	330	0.0
TOTAL	Total	0	None	M	Males	1	2001	2	C	C64	Malignant neoplasm of kidney, except renal pelvis	Kidney	1937.0	29578326	0.065487141	310	360	1937.0
TOTAL	Total	0	None	M	Males	1	2002	2	C	C64	Malignant neoplasm of kidney, except renal pelvis	Kidney	1929.0	29778112	0.064779124	310	360	1929.0
TOTAL	Total	0	None	M	Males	1	2003	2	C	C64	Malignant neoplasm of kidney, except renal pelvis	Kidney	2001.0	29976600	0.066752067	310	360	2001.0
TOTAL	Total	0	None	M	Males	1	2004	2	C	C64	Malignant neoplasm of kidney, except renal pelvis	Kidney	1960.0	30171688	0.064961563	310	360	1960.0
TOTAL	Total	0	None	M	Males	1	2005	2	C	C64	Malignant neoplasm of kidney, except renal pelvis	Kidney	1977.0	30385862	0.065063153	310	360	1977.0
TOTAL	Total	0	None	M	Males	1	2006	2	C	C64	Malignant neoplasm of kidney, except renal pelvis	Kidney	2034.0	30591100	0.066489927	310	360	2034.0
TOTAL	Total	0	None	M	Males	1	2007	2	C	C64	Malignant neoplasm of kidney, except renal pelvis	Kidney	2015.0	30803233	0.065415211	310	360	2015.0
TOTAL	Total	0	None	M	Males	1	2008	2	C	C64	Malignant neoplasm of kidney, except renal pelvis	Kidney	2059.0	30980230	0.06646174	310	360	2059.0
TOTAL	Total	0	None	F	Females	1	2001	2	C	C64	Malignant neoplasm of kidney, except renal pelvis	Kidney	1125.0	31400989	0.035826897	310	360	1125.0
TOTAL	Total	0	None	F	Females	1	2002	2	C	C64	Malignant neoplasm of kidney, except renal pelvis	Kidney	1143.0	31645924	0.036118396	310	360	1143.0
TOTAL	Total	0	None	F	Females	1	2003	2	C	C64	Malignant neoplasm of kidney, except renal pelvis	Kidney	1158.0	31887488	0.036315184	310	360	1158.0
TOTAL	Total	0	None	F	Females	1	2004	2	C	C64	Malignant neoplasm of kidney, except renal pelvis	Kidney	1089.0	32120553	0.033903526	310	360	1089.0
TOTAL	Total	0	None	F	Females	1	2005	2	C	C64	Malignant neoplasm of kidney, except renal pelvis	Kidney	1156.0	32387008	0.035693325	310	360	1156.0
TOTAL	Total	0	None	F	Females	1	2006	2	C	C64	Malignant neoplasm of kidney, except renal pelvis	Kidney	1110.0	32638535	0.034008879	310	360	1110.0
TOTAL	Total	0	None	F	Females	1	2007	2	C	C64	Malignant neoplasm of kidney, except renal pelvis	Kidney	1021.0	32841832	0.0310884	310	360	1021.0
TOTAL	Total	0	None	F	Females	1	2008	2	C	C64	Malignant neoplasm of kidney, except renal pelvis	Kidney	1049.0	33026963	0.031761927	310	360	1049.0
TOTAL	Total	0	None	M	Males	1	2001	2	C	C67	Malignant neoplasm of bladder	Genitourinary system	3231.0	29578326	0.109235391	265	330	6929.0
TOTAL	Total	0	None	M	Males	1	2002	2	C	C67	Malignant neoplasm of bladder	Genitourinary system	3306.0	29778112	0.111021142	265	330	7290.0
TOTAL	Total	0	None	M	Males	1	2003	2	C	C67	Malignant neoplasm of bladder	Genitourinary system	3490.0	29976600	0.116424144	265	330	7611.0
TOTAL	Total	0	None	M	Males	1	2004	2	C	C67	Malignant neoplasm of bladder	Genitourinary system	3460.0	30171688	0.114677044	265	330	7433.0
TOTAL	Total	0	None	M	Males	1	2005	2	C	C67	Malignant neoplasm of bladder	Genitourinary system	3611.0	30385862	0.118838162	265	330	7795.0
