AGE	AGE_LABEL	Death_Rate	ICD10	ICD10_LABEL	Nb_death	Organ	Pop	SEX	SEX_LABEL	Sum_death_in_cat	TIME	x	y
TOTAL	Total	0.036118396	C64	Malignant neoplasm of kidney. except renal pelvis	1143.0	Kidney	31645924	F	Females	1143.0	2002	310	360
TOTAL	Total	0.036118396	ALL	All Diseases	1143.0	Kidney	31645924	F	Females	1143.0	2002	310	360
TOTAL	Total	0.064779124	ALL	All Diseases	1929.0	Kidney	29778112	M	Males	1929.0	2002	310	360
TOTAL	Total	0.049633771	C32	Malignant neoplasm of larynx	1478.0	Larynx	29778112	M	Males	1478.0	2002	278	523
TOTAL	Total	0.004013155	C32	Malignant neoplasm of larynx	127.0	Larynx	31645924	F	Females	127.0	2002	278	523
TOTAL	Total	0.004013155	ALL	All Diseases	127.0	Larynx	31645924	F	Females	127.0	2002	278	523
TOTAL	Total	0.049633771	ALL	All Diseases	1478.0	Larynx	29778112	M	Males	1478.0	2002	278	523
TOTAL	Total	0.015850568	B15-B19_B942	Viral hepatitis and sequelae of viral hepatitis	472.0	Liver	29778112	M	Males	20106.0	2002	260	410
TOTAL	Total	0.012797857	B15-B19_B942	Viral hepatitis and sequelae of viral hepatitis	405.0	Liver	31645924	F	Females	16840.0	2002	260	410
TOTAL	Total	0.175665939	C22	Malignant neoplasm of liver and intrahepatic bile ducts	5231.0	Liver	29778112	M	Males	20106.0	2002	260	410
TOTAL	Total	0.056500167	C22	Malignant neoplasm of liver and intrahepatic bile ducts	1788.0	Liver	31645924	F	Females	16840.0	2002	260	410
TOTAL	Total	0.106487611	E_OTH	Other endocrine. nutritional and metabolic diseases (remainder of E00-E90)	3171.0	Liver	29778112	M	Males	20106.0	2002	260	410
TOTAL	Total	0.174746043	E_OTH	Other endocrine. nutritional and metabolic diseases (remainder of E00-E90)	5530.0	Liver	31645924	F	Females	16840.0	2002	260	410
TOTAL	Total	0.174456997	E10-E14	Diabetes mellitus	5195.0	Liver	29778112	M	Males	20106.0	2002	260	410
TOTAL	Total	0.205934894	E10-E14	Diabetes mellitus	6517.0	Liver	31645924	F	Females	16840.0	2002	260	410
TOTAL	Total	0.202732799	K70_K73_K74	Chronic liver disease	6037.0	Liver	29778112	M	Males	20106.0	2002	260	410
TOTAL	Total	0.08215908	K70_K73_K74	Chronic liver disease	2600.0	Liver	31645924	F	Females	16840.0	2002	260	410
TOTAL	Total	0.532138041	ALL	All Diseases	16840.0	Liver	31645924	F	Females	16840.0	2002	260	410
TOTAL	Total	0.675193914	ALL	All Diseases	20106.0	Liver	29778112	M	Males	20106.0	2002	260	410
TOTAL	Total	0.017025928	A15-A19_B90	Tuberculosis	507.0	Lung	29778112	M	Males	45067.0	2002	230	460
TOTAL	Total	0.014599037	A15-A19_B90	Tuberculosis	462.0	Lung	31645924	F	Females	25194.0	2002	230	460
TOTAL	Total	0.70706296	C33_C34	Malignant neoplasm of trachea. bronchus and lung	21055.0	Lung	29778112	M	Males	45067.0	2002	230	460
TOTAL	Total	0.156860643	C33_C34	Malignant neoplasm of trachea. bronchus and lung	4964.0	Lung	31645924	F	Females	25194.0	2002	230	460
TOTAL	Total	0.227012377	J_OTH	Other diseases of the respiratory system (remainder of J00-J99)	6760.0	Lung	29778112	M	Males	45067.0	2002	230	460
TOTAL	Total	0.207104081	J_OTH	Other diseases of the respiratory system (remainder of J00-J99)	6554.0	Lung	31645924	F	Females	25194.0	2002	230	460
TOTAL	Total	0.007354395	J09-J11	Influenza (including swine flu)	219.0	Lung	29778112	M	Males	45067.0	2002	230	460
TOTAL	Total	0.010649081	J09-J11	Influenza (including swine flu)	337.0	Lung	31645924	F	Females	25194.0	2002	230	460
TOTAL	Total	0.17509505	J12-J18	Pneumonia	5214.0	Lung	29778112	M	Males	45067.0	2002	230	460
TOTAL	Total	0.192663042	J12-J18	Pneumonia	6097.0	Lung	31645924	F	Females	25194.0	2002	230	460
TOTAL	Total	0.171165989	J40-J44_J47	Other lower respiratory diseases	5097.0	Lung	29778112	M	Males	45067.0	2002	230	460
TOTAL	Total	0.079567909	J40-J44_J47	Other lower respiratory diseases	2518.0	Lung	31645924	F	Females	25194.0	2002	230	460
TOTAL	Total	0.189938167	J40-J47	Chronic lower respiratory diseases	5656.0	Lung	29778112	M	Males	45067.0	2002	230	460
TOTAL	Total	0.1071228	J40-J47	Chronic lower respiratory diseases	3390.0	Lung	31645924	F	Females	25194.0	2002	230	460
TOTAL	Total	0.018772177	J45_J46	Asthma and status asthmaticus	559.0	Lung	29778112	M	Males	45067.0	2002	230	460
TOTAL	Total	0.027554891	J45_J46	Asthma and status asthmaticus	872.0	Lung	31645924	F	Females	25194.0	2002	230	460
TOTAL	Total	0.796121485	ALL	All Diseases	25194.0	Lung	31645924	F	Females	25194.0	2002	230	460
TOTAL	Total	1.513427043	ALL	All Diseases	45067.0	Lung	29778112	M	Males	45067.0	2002	230	460
TOTAL	Total	0.080898346	C81-C86	Hodgkin disease and lymphomas	2409.0	Lymphatic system	29778112	M	Males	3847.0	2002	310	300
TOTAL	Total	0.069866818	C81-C86	Hodgkin disease and lymphomas	2211.0	Lymphatic system	31645924	F	Females	3600.0	2002	310	300
TOTAL	Total	0.048290503	C88_C90_C96	Other malignant neoplasm of lymphoid. haematopoietic and related tissue	1438.0	Lymphatic system	29778112	M	Males	3847.0	2002	310	300
TOTAL	Total	0.043891908	C88_C90_C96	Other malignant neoplasm of lymphoid. haematopoietic and related tissue	1389.0	Lymphatic system	31645924	F	Females	3600.0	2002	310	300
TOTAL	Total	0.113758726	ALL	All Diseases	3600.0	Lymphatic system	31645924	F	Females	3600.0	2002	310	300
TOTAL	Total	0.129188849	ALL	All Diseases	3847.0	Lymphatic system	29778112	M	Males	3847.0	2002	310	300
TOTAL	Total	0.042615193	F_OTH	Other mental and behavioural disorders (remainder of F00-F99)	1269.0	Mental disorders	29778112	M	Males	7476.0	2002	245	580
TOTAL	Total	0.050559434	F_OTH	Other mental and behavioural disorders (remainder of F00-F99)	1600.0	Mental disorders	31645924	F	Females	10733.0	2002	245	580
TOTAL	Total	0.1184427	F01_F03	Dementia	3527.0	Mental disorders	29778112	M	Males	7476.0	2002	245	580
TOTAL	Total	0.268059798	F01_F03	Dementia	8483.0	Mental disorders	31645924	F	Females	10733.0	2002	245	580
TOTAL	Total	0.085935603	F10	Mental and behavioural disorders due to use of alcohol	2559.0	Mental disorders	29778112	M	Males	7476.0	2002	245	580
TOTAL	Total	0.019749779	F10	Mental and behavioural disorders due to use of alcohol	625.0	Mental disorders	31645924	F	Females	10733.0	2002	245	580
TOTAL	Total	0.004063387	TOXICO	Drug dependence. toxicomania (F11-F16. F18-F19)	121.0	Mental disorders	29778112	M	Males	7476.0	2002	245	580
TOTAL	Total	0.000789991	TOXICO	Drug dependence. toxicomania (F11-F16. F18-F19)	25.0	Mental disorders	31645924	F	Females	10733.0	2002	245	580
TOTAL	Total	0.339159002	ALL	All Diseases	10733.0	Mental disorders	31645924	F	Females	10733.0	2002	245	580
TOTAL	Total	0.251056884	ALL	All Diseases	7476.0	Mental disorders	29778112	M	Males	7476.0	2002	245	580
TOTAL	Total	0.149304294	G_H_OTH	Other diseases of the nervous system and the sense organs (remainder of G00-H95)	4446.0	Nervous system	29778112	M	Males	9773.0	2002	240	515
TOTAL	Total	0.126746181	G_H_OTH	Other diseases of the nervous system and the sense organs (remainder of G00-H95)	4011.0	Nervous system	31645924	F	Females	13225.0	2002	240	515
TOTAL	Total	0.072469336	G20	Parkinson disease	2158.0	Nervous system	29778112	M	Males	9773.0	2002	240	515
TOTAL	Total	0.060797719	G20	Parkinson disease	1924.0	Nervous system	31645924	F	Females	13225.0	2002	240	515
TOTAL	Total	0.106420447	G30	Alzheimer disease	3169.0	Nervous system	29778112	M	Males	9773.0	2002	240	515
TOTAL	Total	0.23036142	G30	Alzheimer disease	7290.0	Nervous system	31645924	F	Females	13225.0	2002	240	515
TOTAL	Total	0.41790532	ALL	All Diseases	13225.0	Nervous system	31645924	F	Females	13225.0	2002	240	515
TOTAL	Total	0.328194078	ALL	All Diseases	9773.0	Nervous system	29778112	M	Males	9773.0	2002	240	515
TOTAL	Total	0.11783823	C15	Malignant neoplasm of oesophagus	3509.0	Oesophagus	29778112	M	Males	3509.0	2002	278	490
TOTAL	Total	0.023984131	C15	Malignant neoplasm of oesophagus	759.0	Oesophagus	31645924	F	Females	759.0	2002	278	490
TOTAL	Total	0.023984131	ALL	All Diseases	759.0	Oesophagus	31645924	F	Females	759.0	2002	278	490
TOTAL	Total	0.11783823	ALL	All Diseases	3509.0	Oesophagus	29778112	M	Males	3509.0	2002	278	490
TOTAL	Total	0.130129136	C25	Malignant neoplasm of pancreas	3875.0	Pancreas	29778112	M	Males	3875.0	2002	250	390
TOTAL	Total	0.115623105	C25	Malignant neoplasm of pancreas	3659.0	Pancreas	31645924	F	Females	3659.0	2002	250	390
TOTAL	Total	0.115623105	ALL	All Diseases	3659.0	Pancreas	31645924	F	Females	3659.0	2002	250	390
TOTAL	Total	0.130129136	ALL	All Diseases	3875.0	Pancreas	29778112	M	Males	3875.0	2002	250	390
TOTAL	Total	0.319899395	C61	Malignant neoplasm of prostate	9526.0	Prostate	29778112	M	Males	9526.0	2002	290	330
TOTAL	Total	0.0	C61	Malignant neoplasm of prostate		Prostate	31645924	F	Females	0.0	2002	290	330
TOTAL	Total	0.0	ALL	All Diseases	0.0	Prostate	31645924	F	Females	0.0	2002	290	330
TOTAL	Total	0.319899395	ALL	All Diseases	9526.0	Prostate	29778112	M	Males	9526.0	2002	290	330
TOTAL	Total	0.039122695	M_OTH	Other diseases of the musculoskeletal system and connective tissue (remainder of M00-M99)	1165.0	Skeleton	29778112	M	Males	1315.0	2002	145	380
TOTAL	Total	0.064684476	M_OTH	Other diseases of the musculoskeletal system and connective tissue (remainder of M00-M99)	2047.0	Skeleton	31645924	F	Females	2630.0	2002	145	380
TOTAL	Total	0.005037257	RHEUM_ARTHRO	Rheumatoid arthritis and arthrosis (M05-M06.M15-M19)	150.0	Skeleton	29778112	M	Males	1315.0	2002	145	380
TOTAL	Total	0.018422594	RHEUM_ARTHRO	Rheumatoid arthritis and arthrosis (M05-M06.M15-M19)	583.0	Skeleton	31645924	F	Females	2630.0	2002	145	380
TOTAL	Total	0.083107069	ALL	All Diseases	2630.0	Skeleton	31645924	F	Females	2630.0	2002	145	380
TOTAL	Total	0.044159952	ALL	All Diseases	1315.0	Skeleton	29778112	M	Males	1315.0	2002	145	380
TOTAL	Total	0.024615395	C43	Malignant melanoma of skin	733.0	Skin	29778112	M	Males	733.0	2002	415	375
TOTAL	Total	0.021045364	C43	Malignant melanoma of skin	666.0	Skin	31645924	F	Females	666.0	2002	415	375
TOTAL	Total	0.021045364	ALL	All Diseases	666.0	Skin	31645924	F	Females	666.0	2002	415	375
TOTAL	Total	0.024615395	ALL	All Diseases	733.0	Skin	29778112	M	Males	733.0	2002	415	375
TOTAL	Total	0.109342056	C16	Malignant neoplasm of stomach	3256.0	Stomach	29778112	M	Males	3749.0	2002	295	400
TOTAL	Total	0.064178881	C16	Malignant neoplasm of stomach	2031.0	Stomach	31645924	F	Females	2477.0	2002	295	400
TOTAL	Total	0.016555784	K25-K28	Ulcer of stomach. duodenum and jejunum	493.0	Stomach	29778112	M	Males	3749.0	2002	295	400
TOTAL	Total	0.014093442	K25-K28	Ulcer of stomach. duodenum and jejunum	446.0	Stomach	31645924	F	Females	2477.0	2002	295	400
TOTAL	Total	0.078272323	ALL	All Diseases	2477.0	Stomach	31645924	F	Females	2477.0	2002	295	400
TOTAL	Total	0.125897841	ALL	All Diseases	3749.0	Stomach	29778112	M	Males	3749.0	2002	295	400
TOTAL	Total	0.004869348	C73	Malignant neoplasm of thyroid gland	145.0	Thyroid	29778112	M	Males	145.0	2002	278	510
TOTAL	Total	0.008215908	C73	Malignant neoplasm of thyroid gland	260.0	Thyroid	31645924	F	Females	260.0	2002	278	510
TOTAL	Total	0.008215908	ALL	All Diseases	260.0	Thyroid	31645924	F	Females	260.0	2002	278	510
TOTAL	Total	0.004869348	ALL	All Diseases	145.0	Thyroid	29778112	M	Males	145.0	2002	278	510
TOTAL	Total	0.128752286	C00-C14	Malignant neoplasm of lip. oral cavity. pharynx	3834.0	oral cavity	29778112	M	Males	3834.0	2002	278	550
TOTAL	Total	0.025153318	C00-C14	Malignant neoplasm of lip. oral cavity. pharynx	796.0	oral cavity	31645924	F	Females	796.0	2002	278	550
TOTAL	Total	0.025153318	ALL	All Diseases	796.0	oral cavity	31645924	F	Females	796.0	2002	278	550
TOTAL	Total	0.128752286	ALL	All Diseases	3834.0	oral cavity	29778112	M	Males	3834.0	2002	278	550
TOTAL	Total	0.097776265	C91-C95	Leukaemia	2931.0	Blood	29976600	M	Males	2931.0	2003	265	280
TOTAL	Total	0.077961613	C91-C95	Leukaemia	2486.0	Blood	31887488	F	Females	2486.0	2003	265	280
TOTAL	Total	0.077961613	ALL	All Diseases	2486.0	Blood	31887488	F	Females	2486.0	2003	265	280
TOTAL	Total	0.097776265	ALL	All Diseases	2931.0	Blood	29976600	M	Males	2931.0	2003	265	280
TOTAL	Total	0.056610823	C70-C72	Malignant neoplasm of brain and central nervous system	1697.0	Brain	29976600	M	Males	1697.0	2003	305	580
TOTAL	Total	0.042838119	C70-C72	Malignant neoplasm of brain and central nervous system	1366.0	Brain	31887488	F	Females	1366.0	2003	305	580
TOTAL	Total	0.042838119	ALL	All Diseases	1366.0	Brain	31887488	F	Females	1366.0	2003	305	580
TOTAL	Total	0.056610823	ALL	All Diseases	1697.0	Brain	29976600	M	Males	1697.0	2003	305	580
TOTAL	Total	0.006271558	C50	Malignant neoplasm of breast	188.0	Breast	29976600	M	Males	188.0	2003	320	460
TOTAL	Total	0.353618322	C50	Malignant neoplasm of breast	11276.0	Breast	31887488	F	Females	11276.0	2003	320	460
TOTAL	Total	0.353618322	ALL	All Diseases	11276.0	Breast	31887488	F	Females	11276.0	2003	320	460
TOTAL	Total	0.006271558	ALL	All Diseases	188.0	Breast	29976600	M	Males	188.0	2003	320	460
TOTAL	Total	0.426699492	I_OTH	Other diseases of the circulatory system (remainder of I00-I99)	12791.0	Circulatory system	29976600	M	Males	12791.0	2003	230	300
TOTAL	Total	0.511862208	I_OTH	Other diseases of the circulatory system (remainder of I00-I99)	16322.0	Circulatory system	31887488	F	Females	16322.0	2003	230	300
TOTAL	Total	0.511862208	ALL	All Diseases	16322.0	Circulatory system	31887488	F	Females	16322.0	2003	230	300
TOTAL	Total	0.426699492	ALL	All Diseases	12791.0	Circulatory system	29976600	M	Males	12791.0	2003	230	300
TOTAL	Total	0.288191456	C18-C21	Malignant neoplasm of colon. rectosigmoid junction. rectum. anus and anal canal	8639.0	Colo-Rectum	29976600	M	Males	8639.0	2003	265	355
TOTAL	Total	0.248969125	C18-C21	Malignant neoplasm of colon. rectosigmoid junction. rectum. anus and anal canal	7939.0	Colo-Rectum	31887488	F	Females	7939.0	2003	265	355
TOTAL	Total	0.248969125	ALL	All Diseases	7939.0	Colo-Rectum	31887488	F	Females	7939.0	2003	265	355
TOTAL	Total	0.288191456	ALL	All Diseases	8639.0	Colo-Rectum	29976600	M	Males	8639.0	2003	265	355
TOTAL	Total	0.537752781	I60-I69	Cerebrovascular diseases	16120.0	Digestive System	29976600	M	Males	22950.0	2003	278	380
TOTAL	Total	0.69356357	I60-I69	Cerebrovascular diseases	22116.0	Digestive System	31887488	F	Females	30712.0	2003	278	380
TOTAL	Total	0.227844385	K_OTH	Other diseases of the digestive system (remainder of K00-K93)	6830.0	Digestive System	29976600	M	Males	22950.0	2003	278	380
TOTAL	Total	0.269572818	K_OTH	Other diseases of the digestive system (remainder of K00-K93)	8596.0	Digestive System	31887488	F	Females	30712.0	2003	278	380
TOTAL	Total	0.963136388	ALL	All Diseases	30712.0	Digestive System	31887488	F	Females	30712.0	2003	278	380
TOTAL	Total	0.765597166	ALL	All Diseases	22950.0	Digestive System	29976600	M	Males	22950.0	2003	278	380
TOTAL	Total	0.13003476	A_B_OTH	Other infectious and parasitic diseases (remainder of A00-B99)	3898.0	General	29976600	M	Males	18510.0	2003	400	545
TOTAL	Total	0.149306211	A_B_OTH	Other infectious and parasitic diseases (remainder of A00-B99)	4761.0	General	31887488	F	Females	14564.0	2003	400	545
TOTAL	Total	0.026487327	B20-B24	Human immunodeficiency virus [HIV] disease	794.0	General	29976600	M	Males	18510.0	2003	400	545
TOTAL	Total	0.007840066	B20-B24	Human immunodeficiency virus [HIV] disease	250.0	General	31887488	F	Females	14564.0	2003	400	545
TOTAL	Total	0.460959548	C_OTH	Other malignant neoplasms (remainder of C00-C97)	13818.0	General	29976600	M	Males	18510.0	2003	400	545
TOTAL	Total	0.299584589	C_OTH	Other malignant neoplasms (remainder of C00-C97)	9553.0	General	31887488	F	Females	14564.0	2003	400	545
TOTAL	Total	0.456730866	ALL	All Diseases	14564.0	General	31887488	F	Females	14564.0	2003	400	545
TOTAL	Total	0.617481636	ALL	All Diseases	18510.0	General	29976600	M	Males	18510.0	2003	400	545
TOTAL	Total	0.0	C53	Malignant neoplasm of cervix uteri		Genitourinary system	29976600	M	Males	7611.0	2003	265	330
TOTAL	Total	0.024523725	C53	Malignant neoplasm of cervix uteri	782.0	Genitourinary system	31887488	F	Females	11888.0	2003	265	330
TOTAL	Total	0.0	C54_C55	Malignant neoplasm of other parts of uterus		Genitourinary system	29976600	M	Males	7611.0	2003	265	330
TOTAL	Total	0.072097244	C54_C55	Malignant neoplasm of other parts of uterus	2299.0	Genitourinary system	31887488	F	Females	11888.0	2003	265	330
TOTAL	Total	0.0	C56	Malignant neoplasm of ovary		Genitourinary system	29976600	M	Males	7611.0	2003	265	330
TOTAL	Total	0.102830301	C56	Malignant neoplasm of ovary	3279.0	Genitourinary system	31887488	F	Females	11888.0	2003	265	330
TOTAL	Total	0.116424144	C67	Malignant neoplasm of bladder	3490.0	Genitourinary system	29976600	M	Males	7611.0	2003	265	330
TOTAL	Total	0.034214047	C67	Malignant neoplasm of bladder	1091.0	Genitourinary system	31887488	F	Females	11888.0	2003	265	330
TOTAL	Total	0.032758885	N_OTH	Other diseases of the genitourinary system (remainder of N00-N99)	982.0	Genitourinary system	29976600	M	Males	7611.0	2003	265	330
TOTAL	Total	0.036628787	N_OTH	Other diseases of the genitourinary system (remainder of N00-N99)	1168.0	Genitourinary system	31887488	F	Females	11888.0	2003	265	330
TOTAL	Total	0.104715011	N00-N29	Diseases of kidney and ureter	3139.0	Genitourinary system	29976600	M	Males	7611.0	2003	265	330
TOTAL	Total	0.102516699	N00-N29	Diseases of kidney and ureter	3269.0	Genitourinary system	31887488	F	Females	11888.0	2003	265	330
TOTAL	Total	0.372810803	ALL	All Diseases	11888.0	Genitourinary system	31887488	F	Females	11888.0	2003	265	330
TOTAL	Total	0.25389804	ALL	All Diseases	7611.0	Genitourinary system	29976600	M	Males	7611.0	2003	265	330
TOTAL	Total	0.338630799	I20_I23-I25	Other ischaemic heart diseases	10151.0	Heart	29976600	M	Males	46129.0	2003	290	450
TOTAL	Total	0.281332917	I20_I23-I25	Other ischaemic heart diseases	8971.0	Heart	31887488	F	Females	49300.0	2003	290	450
TOTAL	Total	0.469099231	I21_I22	Acute myocardial infarction including subsequent myocardial infarction	14062.0	Heart	29976600	M	Males	46129.0	2003	290	450
TOTAL	Total	0.337750029	I21_I22	Acute myocardial infarction including subsequent myocardial infarction	10770.0	Heart	31887488	F	Females	49300.0	2003	290	450
TOTAL	Total	0.731103594	I30-I51	Other heart diseases	21916.0	Heart	29976600	M	Males	46129.0	2003	290	450
TOTAL	Total	0.926978005	I30-I51	Other heart diseases	29559.0	Heart	31887488	F	Females	49300.0	2003	290	450
TOTAL	Total	1.54606095	ALL	All Diseases	49300.0	Heart	31887488	F	Females	49300.0	2003	290	450
TOTAL	Total	1.538833624	ALL	All Diseases	46129.0	Heart	29976600	M	Males	46129.0	2003	290	450
TOTAL	Total	0.066752067	C64	Malignant neoplasm of kidney. except renal pelvis	2001.0	Kidney	29976600	M	Males	2001.0	2003	310	360
TOTAL	Total	0.036315184	C64	Malignant neoplasm of kidney. except renal pelvis	1158.0	Kidney	31887488	F	Females	1158.0	2003	310	360
TOTAL	Total	0.036315184	ALL	All Diseases	1158.0	Kidney	31887488	F	Females	1158.0	2003	310	360
TOTAL	Total	0.066752067	ALL	All Diseases	2001.0	Kidney	29976600	M	Males	2001.0	2003	310	360
TOTAL	Total	0.05003903	C32	Malignant neoplasm of larynx	1500.0	Larynx	29976600	M	Males	1500.0	2003	278	523
TOTAL	Total	0.005080363	C32	Malignant neoplasm of larynx	162.0	Larynx	31887488	F	Females	162.0	2003	278	523
TOTAL	Total	0.005080363	ALL	All Diseases	162.0	Larynx	31887488	F	Females	162.0	2003	278	523
TOTAL	Total	0.05003903	ALL	All Diseases	1500.0	Larynx	29976600	M	Males	1500.0	2003	278	523
TOTAL	Total	0.013543898	B15-B19_B942	Viral hepatitis and sequelae of viral hepatitis	406.0	Liver	29976600	M	Males	21252.0	2003	260	410
TOTAL	Total	0.010317526	B15-B19_B942	Viral hepatitis and sequelae of viral hepatitis	329.0	Liver	31887488	F	Females	18745.0	2003	260	410
TOTAL	Total	0.177505121	C22	Malignant neoplasm of liver and intrahepatic bile ducts	5321.0	Liver	29976600	M	Males	21252.0	2003	260	410
TOTAL	Total	0.058204648	C22	Malignant neoplasm of liver and intrahepatic bile ducts	1856.0	Liver	31887488	F	Females	18745.0	2003	260	410
TOTAL	Total	0.126498669	E_OTH	Other endocrine. nutritional and metabolic diseases (remainder of E00-E90)	3792.0	Liver	29976600	M	Males	21252.0	2003	260	410
TOTAL	Total	0.230090247	E_OTH	Other endocrine. nutritional and metabolic diseases (remainder of E00-E90)	7337.0	Liver	31887488	F	Females	18745.0	2003	260	410
